COOPID,WBANID,Prelim,year,month,day,Tmax,Tmin,Tobs,Tmean,Cdd,Hdd,Prcp,Flag,Snow,Flag,Snwd,meanTmean,meanTmax,meanTmin,highTmax,lowTmin,sumCdd,sumHdd,sumprcp,sumsnow
473269,14898, ,1990,10,1,64,42, ,53,0,12,0.14, ,0, ,0
473269,14898, ,1990,10,2,69,39, ,54,0,11,0, ,0, ,0
473269,14898, ,1990,10,3,68,49, ,59,0,6,0.36, ,0, ,0
473269,14898, ,1990,10,4,64,41, ,53,0,12,0, ,0, ,0
473269,14898, ,1990,10,5,75,41, ,58,0,7,0, ,0, ,0
473269,14898, ,1990,10,6,72,48, ,60,0,5,T,null,0, ,0
473269,14898, ,1990,10,7,52,41, ,47,0,18,T,null,0, ,0
473269,14898, ,1990,10,8,46,38, ,42,0,23,0.20, ,0, ,0
473269,14898, ,1990,10,9,49,39, ,44,0,21,T,null,0, ,0
473269,14898, ,1990,10,10,45,35, ,40,0,25,0.37, ,T,null,0
473269,14898, ,1990,10,11,58,31, ,45,0,20,0, ,0, ,0
473269,14898, ,1990,10,12,55,34, ,45,0,20,0, ,0, ,0
473269,14898, ,1990,10,13,58,32, ,45,0,20,0.01, ,0, ,0
473269,14898, ,1990,10,14,62,44, ,53,0,12,0.19, ,0, ,0
473269,14898, ,1990,10,15,58,38, ,48,0,17,0, ,0, ,0
473269,14898, ,1990,10,16,65,38, ,52,0,13,0, ,0, ,0
473269,14898, ,1990,10,17,73,52, ,63,0,2,0.51, ,0, ,0
473269,14898, ,1990,10,18,52,32, ,42,0,23,0.13, ,T,null,0
473269,14898, ,1990,10,19,46,29, ,38,0,27,0, ,0, ,0
473269,14898, ,1990,10,20,58,40, ,49,0,16,0.13, ,0, ,0
473269,14898, ,1990,10,21,50,34, ,42,0,23,0.30, ,0, ,0
473269,14898, ,1990,10,22,50,27, ,39,0,26,0, ,0, ,0
473269,14898, ,1990,10,23,57,41, ,49,0,16,0, ,0, ,0
473269,14898, ,1990,10,24,48,35, ,42,0,23,0, ,0, ,0
473269,14898, ,1990,10,25,45,29, ,37,0,28,0, ,0, ,0
473269,14898, ,1990,10,26,54,27, ,41,0,24,0, ,0, ,0
473269,14898, ,1990,10,27,57,41, ,49,0,16,T,null,0, ,0
473269,14898, ,1990,10,28,47,31, ,39,0,26,0, ,0, ,0
473269,14898, ,1990,10,29,59,29, ,44,0,21,0, ,0, ,0
473269,14898, ,1990,10,30,56,37, ,47,0,18,0, ,0, ,0
473269,14898, ,1990,10,31,59,39, ,49,0,16,0, ,0, ,0,47.2,57.1,37.2,75,27,0,547,2.34,0

473269,14898, ,1990,11,1,72,39, ,56,0,9,0, ,0, ,0
473269,14898, ,1990,11,2,72,55, ,64,0,1,0.47, ,0, ,0
473269,14898, ,1990,11,3,55,37, ,46,0,19,0.24, ,T,null,0
473269,14898, ,1990,11,4,40,34, ,37,0,28,0.06, ,T,null,0
473269,14898, ,1990,11,5,37,32, ,35,0,30,0.20, ,0.7, ,0
473269,14898, ,1990,11,6,40,32, ,36,0,29,0.03, ,T,null,1
